scenario,sigma_xl,last_year,initial_production_labor_share_pct,final_production_labor_share_pct,production_labor_share_change_pct,initial_aggregate_labor_share_pct,final_aggregate_labor_share_pct,aggregate_labor_share_change_pct,initial_human_research_population_pct,final_human_research_population_pct,final_ai_displacement_contribution_pct,final_research_reallocation_contribution_pct,final_aggregate_labor_share_growth_pct
complements,0.75,160.0,36.25858933307853,43.21957899133939,19.19818113803555,43.660827503719446,47.33156130919896,8.407384869576306,16.953957572174545,8.68761182627711,0.043612367214916244,-0.02039239353175508,0.023228616317161332
cobb_douglas,1.0,160.0,53.599999999999994,53.599999999999994,0.0,57.79084398142037,55.59502286891068,-3.79960035402086,7.251743862345619,3.5884918576521216,-0.0,-0.014305053330200199,-0.014305053330199158
substitutes,2.0,160.0,65.58263824390829,25.86799841452337,-60.55663647089381,68.14900959697061,26.898082915440558,-60.53048595348003,3.7658234040959617,3.829583335568802,-2.805192816573052,0.02628141797531465,-2.7665179183594013
strong_substitutes,4.0,135.5,66.95307753696494,0.050013627120797814,-99.92530048063409,69.2961933472325,0.5493971118624392,-99.20717562491565,3.381305230615731,90.8966345033644,-116.00569317760035,77.25968634786184,-38.715226714031914
