scenario,time,log_capital,log_capability,log_population,log_consumption,log_shadow_value,log_output,log_wage,log_ai_price,log_ai_services,log_inference_compute,log_human_research,log_production_labor,log_automated_research,log_effective_research,capital_growth,capability_growth,consumption_growth,consumption_per_capita_growth,shadow_growth,output_growth,output_per_capita_growth,wage_growth,gross_capital_return,net_capital_return,human_research_share,ai_share,inverse_demand_elasticity,monopoly_soc_margin,automated_research_share,inference_share,research_resource_share,investment_share,consumption_share,resource_share_sum,production_labor_share,aggregate_labor_share,human_to_automated_research_ratio,log_output_per_capita,log_consumption_per_capita,log_capital_per_capita,monopoly_foc_log_error,research_compute_foc_log_error,research_human_foc_log_error,labor_market_error,euler_residual,capital_law_residual,capability_law_residual,consumption_euler_path_residual,shadow_costate_residual
equilibrium_sigma_0_75,447.0,6.7028200782928415,3.677423222161094,5.364,5.145826626120319,-0.9188842366837602,5.407742678356524,-0.7773004705912756,0.7929605419935237,3.146117176774908,-0.5313060453861862,-2.306929618044755,5.363533707053425,-5.09960897603975,-2.9182811094909393,0.012378835517832781,0.007305307008231108,0.01237929960661615,0.0003792996066161493,-0.0016287729891781358,0.012352892244382296,0.00035289224438229613,0.00046179989252603804,0.09037929960661616,0.040379299606616154,0.0004661842489148772,0.34363082088696834,0.9885570763767418,0.0867454860409643,0.11759766986664173,0.0026345346296031188,2.733475319944122e-05,0.2277625054684304,0.769575625148767,1.0,0.4397673500057312,0.4399724582357168,16.324700974979223,0.04374267835652379,-0.21817337387968117,1.3388200782928417,-5.2522430848966906e-11,-6.661338147750939e-16,9.992007221626409e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,448.0,6.715197756271197,3.684727296841241,5.376,5.158204755390834,-0.9205134122235159,5.4200944817272045,-0.7768400946322584,0.792118125616998,3.1590976063755454,-0.5256296904656956,-2.302106559809258,5.375537042402406,-5.0938651658862195,-2.9133497509794632,0.01237652263011315,0.007302843235557932,0.012376961107950939,0.00037696110795093843,-0.00162956427746299,0.012350720417944494,0.0003507204179444938,0.00045895975577048276,0.09037696110795095,0.04037696110795094,0.0004628504492617732,0.34355736385587976,0.9886307782646007,0.08666578051084152,0.11764545078089762,0.0026170064986503626,2.7154720817188206e-05,0.2277599535942621,0.7695958851862703,0.9999999999999999,0.4398165662165605,0.44002022977759736,16.309676893032755,0.044094481727204204,-0.21779524460916644,1.3391977562711963,-5.7633897654341126e-11,-4.440892098500626e-16,7.771561172376096e-16,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,449.0,6.727573127548347,3.69202891172788,5.388,5.170580552558501,-0.9221433728465294,5.432444119192413,-0.7763825510797346,0.7912806424473011,3.1720721875023763,-0.5199567242255037,-2.297282629586813,5.387540353487571,-5.088126148558729,-2.9084181431883365,0.012374222113313849,0.007300387397841204,0.012374635394154794,0.00037463539415479377,-0.001630342580598798,0.012348560410389453,0.0003485604103894528,0.0004561350496699035,0.0903746353941548,0.0403746353941548,0.0004595408911536552,0.34348435210198663,0.9887040333910068,0.08658654379278682,0.11769295439840588,0.0025995918074415265,2.697580330234524e-05,0.22775741454028436,0.7696160178489718,1.0,0.4398654840916689,0.4400677132007613,16.29475894467257,0.04444411919241276,-0.21741944744149855,1.3395731275483467,-6.316236422776456e-11,0.0,3.3306690738754696e-16,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,450.0,6.739946204471945,3.6993280747552877,5.4,5.182954030382711,-0.9237741056213129,5.4447916025479834,-0.7759278245329186,0.7904480688112163,3.1850409496382013,-0.5142871251170864,-2.2924578227478642,5.399543640486221,-5.082391888626149,-2.903486278653506,0.012371933921217035,0.007297939491879878,0.012372322414374685,0.0003723224143746852,-0.0016311079727762967,0.01234641217562693,0.00034641217562693047,0.00045332571447920245,0.09037232241437469,0.04037232241437469,0.0004562553976152946,0.34341178329230726,0.9887768440967184,0.08650777361582965,0.11774018201405609,0.0025822898687306037,2.6797994879538508e-05,0.2277548882679562,0.7696360238684335,1.0,0.4399141051941541,0.4401149099974115,16.279946362435698,0.04479160254798309,-0.21704596961728928,1.3399462044719446,-6.91424695276055e-11,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,451.0,6.752316999343254,3.706624793858388,5.412,5.195325201571959,-0.9254055977445683,5.4571369435436665,-0.7754758996507762,0.789620381085852,3.1980039221820284,-0.5086208716763596,-2.2876321347861737,5.4115469035744175,-5.07666235090017,-2.8985541500380863,0.012369658007634017,0.007295499514073739,0.012370022117795788,0.0003700221177957881,-0.0016318605294968966,0.012344275667434346,0.00034427566743434543,0.0004505316902716494,0.0903700221177958,0.04037002211779579,0.000452993792898391,0.3433396551016477,0.9888492127146802,0.08642946771405415,0.11778713492051178,0.002565099998831725,2.662128978497857e-05,0.22775237473872648,0.7696559039726567,0.9999999999999999,0.43996243108189603,0.4401618216549765,16.265238384655806,0.0451369435436666,-0.21667479842804127,1.340316999343254,-7.55728812862344e-11,-4.440892098500626e-16,1.2212453270876722e-15,0.0,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,452.0,6.764685524417883,3.713919076958041,5.424,5.207694078784101,-0.9270378363514896,5.469480153882852,-0.7750267611523753,0.7887975557013802,3.2109611344466216,-0.5029579425114195,-2.2828055609906386,5.423550142926857,-5.070937500107835,-2.8936217498043804,0.012367394326222608,0.007293067461538043,0.012367734453549752,0.00036773445354975134,-0.001632600322325893,0.012342150839584676,0.0003421508395846755,0.0004477529171174055,0.09036773445354976,0.040367734453549756,0.00044975590262204425,0.34326796521276126,0.9889211415698629,0.08635162382680761,0.1178338144081309,0.00254802151763987,2.6445682275405628e-05,0.227749873913598,0.7696756588864867,1.0,0.4400104633074499,0.44020844965606704,16.250634255426082,0.04548015388285176,-0.2163059212158993,1.340685524417883,-8.252776240169624e-11,-5.551115123125783e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,453.0,6.777051791904677,3.7212109319786886,5.436,5.220060674626002,-0.9286708087310149,5.481821245222836,-0.7745803938165414,0.787979569139035,3.2239126156604363,-0.4972983163182523,-2.277978096816451,5.435553358717036,-5.065217301261979,-2.888689070585024,0.012365142830720974,0.0072906433308396875,0.012365459370839292,0.00036545937083929184,-0.0016333274247236351,0.012340037646011659,0.00034003764601165873,0.0004449893352749257,0.0903654593708393,0.040365459370839296,0.0004465415535946381,0.34319671131620233,0.9889926329794103,0.08627423969857662,0.11788022176496328,0.0025310537485780716,2.6271166618336685e-05,0.2277473857536677,0.769695289331136,1.0,0.4400582034181444,0.44025479547849455,16.236133224539277,0.04582124522283593,-0.21593932537399763,1.3410517919046772,-9.000711287399099e-11,-2.220446049250313e-16,5.551115123125783e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,454.0,6.789415813966053,3.7285003668462076,5.448,5.232425001653701,-0.9303045023157419,5.4941602291748755,-0.7741367824818255,0.787166397932086,3.236858394966911,-0.4916419718792966,-2.2731497378693275,5.447556551117263,-5.059501719645427,-2.883756105167353,0.012362903474908989,0.007288227118054889,0.01236319681891248,0.00036319681891247915,-0.0016340419118665572,0.012337936040487385,0.00033793604048738476,0.00044224088478550527,0.09036319681891249,0.04036319681891248,0.0004433505738145014,0.34312589111036595,0.9890636892525995,0.08619731307906464,0.11792635827671014,0.002514196018589878,2.609773709278427e-05,0.22774491022005036,0.769714796024267,1.0,0.44010565295605475,0.44030086059525064,16.221734547439468,0.046160229174875056,-0.21557499834629912,1.3414158139660524,-9.806377931909083e-11,2.220446049250313e-16,-3.3306690738754696e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,455.0,6.801777602718813,3.735787389469569,5.46,5.244787072372676,-0.931938904438702,5.506497117303811,-0.7736959120469704,0.7863580186690395,3.249798501421541,-0.48598888804802787,-2.2683204794841094,5.459559720298466,-5.053790720390495,-2.878822846072176,0.012360676212387664,0.0072858188201979125,0.012360946746955072,0.0003609467469550716,-0.001634743853878587,0.012335845976791937,0.0003358459767919368,0.00043950750570509456,0.09036094674695508,0.040360946746955076,0.00044018279264883633,0.34305550230168,0.9891343126906477,0.08612084172343527,0.11797222522663746,0.002497447658167583,2.5925388000455664e-05,0.22774244727334475,0.7697341796804872,1.0,0.4401528134578743,0.44034664647445304,16.207437485189686,0.046497117303810676,-0.21521292762732358,1.341777602718813,-1.0669687355857604e-10,1.1102230246251565e-16,1.3322676295501878e-15,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,456.0,6.81413717023294,3.743072007762691,5.472,5.2571468992374735,-0.9335740026058388,5.518831921128459,-0.7732577674704153,0.7855544079910484,3.262732963994411,-0.48033904376827996,-2.2634903171952248,5.4715628664304266,-5.0480842689485,-2.8738892860242626,0.012358460996861304,0.007283418433621733,0.012358709104235123,0.00035870910423512273,-0.0016354333232654616,0.01233376740889991,0.00033376740889990916,0.00043678913831834976,0.09035870910423513,0.04035870910423513,0.000437038040614913,0.34298554260441766,0.9892045055869009,0.08604482339214253,0.11801782389558381,0.0024808080012907402,2.5754113653572777e-05,0.22773999687429938,0.7697534410107564,1.0,0.4401996864550401,0.4403921545793798,16.193241304409735,0.04683192112845891,-0.21485310076252695,1.3421371702329399,-1.159699003494552e-10,-2.220446049250313e-16,9.992007221626409e-16,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,457.0,6.826494528531832,3.7503542296419385,5.484,5.269504494651838,-0.9352097844854768,5.5311646521216105,-0.7728223337703337,0.7847555425928987,3.2756618115694223,-0.4746924180725163,-2.2586592467204465,5.483565989681765,-5.042382331073563,-2.8689554179361783,0.012356257782094905,0.007281025954078551,0.01235648384008093,0.0003564838400809296,-0.0016361103947411457,0.012331700290589609,0.0003317002905896087,0.00043408572265279943,0.09035648384008094,0.040356483840080934,0.00043391614938143426,0.3429160097407414,0.9892742702267896,0.08596925585101242,0.11806315556191924,0.002464276385419475,2.5583908375609282e-05,0.22773755898371276,0.7697725807224922,1.0,0.44024627347370326,0.44043738636843965,16.179145277230973,0.04716465212161047,-0.21449550534816186,1.342494528531832,-1.2593304177244136e-10,0.0,-9.992007221626409e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,458.0,6.838849689593462,3.757634063003513,5.496,5.281859870969109,-0.9368462376013714,5.5434953217096385,-0.7723895960251097,0.7839613992267722,3.2885850729408936,-0.46904899006261935,-2.2538272634286365,5.495569090219723,-5.036684872291299,-2.8640212343762403,0.012354066521640304,0.007278641378521049,0.01235427090374134,0.000354270903741339,-0.0016367751366596836,0.012329644575657106,0.0003296445756571058,0.00043139719876439386,0.09035427090374135,0.04035427090374134,0.00043081695199188836,0.3428469014409281,0.9893436088876021,0.08589413687152202,0.11810822150145664,0.002447852151531269,2.541476651510601e-05,0.22773513356178574,0.769791599520168,1.0000000000000002,0.4402925760345781,0.440482343295123,16.165148681266086,0.047495321709638105,-0.2141401290308913,1.3428496895934616,-1.3658052466780646e-10,-3.3306690738754696e-16,1.7763568394002505e-15,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,459.0,6.851202665348796,3.7649115157501845,5.508,5.294213040491704,-0.9384833496722793,5.555823941272925,-0.7719595393728049,0.7831719546989659,3.3015027768166854,-0.4634087389334991,-2.2489943629264806,5.507572168210431,-5.030991858484539,-2.8590867281552694,0.012351887169182119,0.007276264703111175,0.012352070244566783,0.00035207024456678296,-0.0016374276203163646,0.012327600218130286,0.0003276002181302855,0.0004287235069821982,0.09035207024456679,0.04035207024456679,0.0004277402825994427,0.3427782154431406,0.9894125238387156,0.08581946423058275,0.11815302298746234,0.002431534644049718,2.5246682430722357e-05,0.2277327205689282,0.7698104981045913,1.0,0.44033859565309574,0.4405270268080352,16.151250799547707,0.047823941272924664,-0.21378695950829574,1.3432026653487963,-1.479585343133749e-10,-2.220446049250313e-16,-7.771561172376096e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,460.0,6.863553467682171,3.7721865957884075,5.5200000000000005,5.3065640154713245,-0.9401211086014869,5.568150522145899,-0.7715321490111453,0.7823871858709168,3.3144149518174375,-0.45777164397097003,-2.2441605410429455,5.519575223818903,-5.0253032558776844,-2.8541518923110765,0.012349719678484479,0.007273895923279574,0.012349881811978915,0.00034988181197891446,-0.0016380679198133574,0.01232556717180655,0.00032556717180655045,0.0004260645873368496,0.09034988181197892,0.04034988181197892,0.0004246859764685455,0.34270994949347106,0.9894810173415506,0.08574523571062254,0.11819756129062627,0.0024153232108386534,2.507965049196869e-05,0.2277303199656418,0.7698292771730275,0.9999999999999999,0.4403843338393743,0.44057143835087476,16.137450920482305,0.048150522145898655,-0.21343598452867596,1.3435534676821703,-1.6011192371934158e-10,2.220446049250313e-16,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,461.0,6.875902108432602,3.7794593110008146,5.532,5.3189128081093875,-0.9417595020956971,5.580475075616538,-0.7711074101981312,0.7816070696635706,3.327321626472567,-0.45213768452824743,-2.2393257931676622,5.5315782572087615,-5.019619030376369,-2.849216719447138,0.012347564003063548,0.007271535035960835,0.012347705555306614,0.00034770555530661343,-0.0016386961013767007,0.012323545390517943,0.00032354539051794237,0.00042342037991049963,0.09034770555530662,0.04034770555530662,0.00042165387024864606,0.34264210134620765,0.9895490916493049,0.08567144909990719,0.11824183767895366,0.0023992172032486253,2.4913665095992027e-05,0.22772793171173686,0.7698479374199186,1.0000000000000002,0.44042979209804084,0.44061557936237083,16.123748337826843,0.048475075616537744,-0.21308719189061254,1.3439021084326024,-1.7307177913039595e-10,-3.3306690738754696e-16,1.3322676295501878e-15,0.0,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,462.0,6.888248599392084,3.7867296692784613,5.5440000000000005,5.3312594305564796,-0.9433985180814353,5.592797612926935,-0.7706853082513243,0.780831583053379,3.340222829224116,-0.4465068400543455,-2.2344901149712424,5.543581268542561,-5.013939148286336,-2.844281202452831,0.012345420096593313,0.007269182037153017,0.012345541423991642,0.0003455414239916417,-0.0016393122348201117,0.012321534828362068,0.00032153482836206823,0.0004207908251001591,0.09034554142399165,0.040345541423991646,0.000418643801657411,0.342574668763556,0.9896167490072322,0.08559810219227106,0.11828585341780175,0.002383215976034749,2.474872064954009e-05,0.22772555576729636,0.7698664795360194,1.0,0.4404749719284174,0.44065945127633604,16.110142350622162,0.04879761292693452,-0.21274056944352093,1.3442485993920839,-1.8690204939275645e-10,0.0,1.2212453270876722e-15,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,463.0,6.900592952305773,3.7939976785175915,5.556,5.343603894912504,-0.9450381446954985,5.605118145273262,-0.7702658285479309,0.780060703073318,3.3531185884259256,-0.4408790900916659,-2.2296535023915816,5.5555842579817805,-5.008263576299891,-2.8393453344898365,0.012343287912853017,0.007266836921971935,0.012343389367567993,0.0003433893675679929,-0.0016399163934554886,0.01231953543916875,0.00031953543916874924,0.00041817586295733733,0.090343389367568,0.040343389367568,0.0004156556094821606,0.34250764951568746,0.9896839916525936,0.08552519278720139,0.1183296097698353,0.002367318887351721,2.4584811569658804e-05,0.22772319209253641,0.7698849042085423,1.0000000000000002,0.44051987482448934,0.44070305552163286,16.096632263152387,0.04911814527326186,-0.21239610508749607,1.3445929523057734,-2.0161250446903978e-10,-4.440892098500626e-16,-5.551115123125783e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,464.0,6.912935178873801,3.8012633465865475,5.5680000000000005,5.355946213227281,-0.9466783698192259,5.6174366838052725,-0.7698489565254096,0.7792944068179861,3.3660089323390303,-0.4352544142475172,-2.2248159508250627,5.567587225686495,-5.0025922806883285,-2.8344091081835874,0.012341167405331983,0.007264499687379878,0.01234124933545342,0.0003412493354534203,-0.001640508641015996,0.012317547176807775,0.00031754717680777464,0.0004155754335974926,0.09034124933545343,0.040341249335453425,0.0004126891339091551,0.3424410413810471,0.9897508218143495,0.0854527186902051,0.11837310799492401,0.002351525298810874,2.442193230377131e-05,0.22772084064688788,0.7699032121219974,1.0,0.44056450227469846,0.4407463935221147,16.08321738492224,0.049436683805272,-0.2120537867727199,1.3449351788738007,-2.1724000376366348e-10,-1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,465.0,6.925275290749045,3.8085266813641923,5.58,5.368286397499821,-0.9483191815810595,5.6297532396268775,-0.7694346776807359,0.7785326714387315,3.378893889136232,-0.42963279222796036,-2.2199774559962124,5.579590171815751,-4.996925228170131,-2.8294725164928614,0.012339058527710021,0.007262170329243245,0.012339121277202651,0.000339121277202651,-0.0016410890455229588,0.012315569995463793,0.0003155699954637929,0.0004129894775077858,0.09033912127720266,0.040339121277202655,0.00040974421615082556,0.3423748421460248,0.9898172417134884,0.08538067771248374,0.11841634935018054,0.002335834575386416,2.4260077308285212e-05,0.22771850139011351,0.7699214039571917,0.9999999999999999,0.4406088557621633,0.4407894666966823,16.069897030591562,0.04975323962687739,-0.21171360250017912,1.3452752907490453,-2.3383783798180957e-10,1.1102230246251565e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,466.0,6.937613299537571,3.8157876907363453,5.5920000000000005,5.380624459678583,-0.9499605683489245,5.6420678237962,-0.7690229775703941,0.7777754741447573,3.3917734869012826,-0.4240142038350627,-2.2151380139480885,5.591593096527564,-4.991262385901322,-2.8245355527002425,0.012336961233792791,0.00725984884237452,0.012337005142472483,0.00033700514247248306,-0.0016416576792992257,0.012313603849027466,0.0003136038490274655,0.00041041793479701383,0.09033700514247249,0.04033700514247249,0.0004068206984461987,0.3423090496050042,0.9898832535629791,0.085309067671017,0.11845933508992569,0.002320246085410939,2.4099241049211022e-05,0.2277161742821597,0.7699394803913802,1.0,0.4406529367646471,0.44083227645925366,16.056670519933377,0.05006782379619956,-0.21137554032141725,1.345613299537571,-2.514739527725851e-10,-8.881784197001252e-16,-1.1102230246251565e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,467.0,6.9499492168006025,3.8230463825564494,5.604,5.392960411662105,-0.9516025181701889,5.654380447324932,-0.7686138418111419,0.7770227922089381,3.4046477536235518,-0.4183986289328976,-2.210297620069091,5.60359599997853,-4.9856037205038195,-2.8195982094392136,0.012334875477054676,0.007257535223811328,0.012334900880785503,0.00033490088078550265,-0.0016422146032022689,0.012311648691414767,0.0003116486914147669,0.000407860745625932,0.09033490088078551,0.04033490088078551,0.00040391842445031264,0.3422436615607194,0.9899488595674115,0.08523788638898347,0.11850206646557063,0.0023047592006442993,2.3939418025810265e-05,0.2277138592820823,0.7699574420992475,1.0,0.44069674675431797,0.4408748242186962,16.043537177817598,0.0503804473249323,-0.21103958833789527,1.3459492168006024,-2.701145973560415e-10,-3.3306690738754696e-16,8.881784197001252e-16,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,468.0,6.962283054052001,3.8303027646907846,5.6160000000000005,5.405294265298202,-0.9532450193685053,5.66669112117903,-0.7682072560791422,0.7762746029620753,3.417516717203427,-0.4127860474873577,-2.2054562701262723,5.615598882324258,-4.9799491990970015,-2.8146604797273596,0.012332801211190646,0.00725522946932484,0.01233280844182031,0.0003328084418203099,-0.001642759883134455,0.012309704476920036,0.00030970447692003564,0.00040531785060027303,0.09033280844182032,0.040332808441820314,0.0004010372388020851,0.34217867582387024,0.9900140619233835,0.08516713169537221,0.1185445447256712,0.0022893732961671914,2.378060274563963e-05,0.2277115563493313,0.7699752897517559,1.0,0.44074028719800684,0.4409171113788952,16.030496334142555,0.050691121179029075,-0.21070573470179887,1.3462830540520008,-2.8986146816123437e-10,-3.3306690738754696e-16,8.881784197001252e-16,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,469.0,6.974614822758753,3.837556845014632,5.628,5.4176260323842325,-0.9548880605394168,5.6789998562787725,-0.7678032061099413,0.775530883794044,3.430380405451464,-0.40717643956316785,-2.2006139602619275,5.627601743719372,-4.974298789294256,-2.809722356963029,0.012330738390048487,0.007252931573442456,0.012330727775373328,0.00033072777537332745,-0.0016432935901864593,0.012307771159489445,0.0003077711594894443,0.00040278918988567725,0.09033072777537333,0.04033072777537333,0.00039817698712297904,0.34211409021317224,0.9900788628194505,0.0850968014250681,0.11858677111589389,0.002274087750377189,2.362278972504464e-05,0.2277092654435994,0.7699930240162984,1.0,0.4407835595571745,0.4409591393387209,16.017547323794304,0.05099985627877235,-0.21037396761576765,1.3466148227587533,-3.107425428083843e-10,-4.440892098500626e-16,3.3306690738754696e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,470.0,6.986944534343209,3.8448086313660506,5.64,5.42995572466783,-0.9565316298875894,5.6913066634980085,-0.7674016776993708,0.7747916121603748,3.4432388460823247,-0.4015697852837259,-2.1957706858415147,5.639604584317052,-4.968652458052702,-2.8047838337735738,0.012328686967098358,0.00725064153332504,0.012328658831087823,0.0003286588310878226,-0.0016438157819525442,0.012305848693099364,0.00030584869309936355,0.0004002747037081811,0.09032865883108783,0.04032865883108783,0.00039533751646965583,0.34204990255576534,0.9901432644357155,0.0850268934193273,0.11862874687888562,0.0022589019450703035,2.3465973516572043e-05,0.2277069865235677,0.7700106455578454,0.9999999999999999,0.4408265652876372,0.44100090949195675,16.0046894866359,0.05130666349800883,-0.2100442753321694,1.3469445343432094,-3.3278757527455127e-10,-8.881784197001252e-16,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,471.0,6.99927220018027,3.8520581315984423,5.652,5.442283353846001,-0.9581757159242703,5.703611553664971,-0.767002656702525,0.7740567655756418,3.4560920667209967,-0.3959660648774457,-2.1909264426615103,5.65160740426954,-4.963010172879009,-2.7998449032230486,0.012326646896062617,0.0072483593446902505,0.012326601558781826,0.00032660155878182565,-0.0016443265218544847,0.012303937032162704,0.0003039370321627037,0.00039777433280940855,0.09032660155878183,0.04032660155878183,0.000392518674840771,0.34198611068677115,0.9902072689442728,0.08495740552532637,0.11867047325434399,0.0022438152653211324,2.331014868034014e-05,0.2277047195483798,0.7700281550376186,0.9999999999999998,0.4408693058398632,0.4410424232273772,15.99192216743564,0.051611553664971055,-0.209716646153999,1.34727220018027,-3.5601521730654895e-10,0.0,-5.551115123125783e-16,0.0,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,472.0,7.01159783159786,3.8593053535765423,5.664,5.454608931565395,-0.9598203074677841,5.715914537562334,-0.766606129033752,0.7733263216145816,3.468940094901962,-0.39036525867458005,-2.186081226955066,5.66361020372813,-4.957371901835016,-2.7949055588179434,0.012324618130845476,0.007246085001806265,0.012324555908410507,0.0003245559084105072,-0.001644825879461416,0.01230203613070957,0.0003020361307095702,0.00039528801744292963,0.09032455590841051,0.04032455590841051,0.00038972031117286425,0.3419227124493429,0.9902708785091593,0.08488833559624458,0.11871195147898461,0.002228827099479362,2.3155309784347355e-05,0.22770246447748005,0.7700455531132562,1.0,0.4409117826589402,0.4410836819287148,15.979244715827868,0.05191453756233422,-0.20939106843460475,1.3475978315978603,-3.80500519980842e-10,-5.551115123125783e-16,2.220446049250313e-16,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,473.0,7.023921439879608,3.866550305122673,5.676,5.466932469423193,-0.9614653928713175,5.72821562592639,-0.7662120806676391,0.7726002579195619,3.481782958062344,-0.384767347060329,-2.1812350340496645,5.6756129828426625,-4.9517376121973875,-2.789965793165189,0.012322600624920368,0.0072438185020049,0.012322521829749668,0.0003225218297496675,-0.001645313908717215,0.012300145942792273,0.000300145942792273,0.00039281569792137816,0.09032252182974967,0.04032252182974967,0.000386942275857865,0.341859705695128,0.9903340952858882,0.08481968149180025,0.1187531827864,0.0022139368392646037,2.3001451435756126e-05,0.22770022126917316,0.7700628404401264,1.0,0.4409539971842642,0.4411246869745792,15.966656486306691,0.052215625926390175,-0.2090675305768075,1.3479214398796078,-4.063007708055011e-10,-8.881784197001252e-16,3.3306690738754696e-16,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,474.0,7.036243036261526,3.8737929940771654,5.688,5.479253978966017,-0.9631109608251336,5.7405148294479185,-0.7658204976379093,0.7718785521930149,3.494620683548958,-0.3791723105282072,-2.176387859756316,5.68761574176207,-4.946107271844584,-2.7850255993611577,0.012320594332048664,0.007241559840997376,0.012320499272773767,0.00032049927277376725,-0.0016457906701679986,0.012298266422950732,0.0002982664229507319,0.00039035731513559213,0.09032049927277377,0.04032049927277377,0.0003841844201888988,0.34179708828376854,0.9903969214219522,0.08475144107773423,0.11879416840714198,0.0021991438796328047,2.2848568248583803e-05,0.22769798988229709,0.7700800176698216,1.0,0.44099595084987503,0.44116543973854855,15.954156838152617,0.05251482944791874,-0.2087460210339831,1.3482430362615263,-4.333697845027018e-10,-2.220446049250313e-16,-1.2212453270876722e-15,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,475.0,7.048562631932607,3.8810334282943177,5.7,5.491573471690278,-0.9647570003638242,5.752812158772292,-0.7654313660373679,0.7711611821985205,3.5074532986175555,-0.37358012967676224,-2.171539700387621,5.699618480634389,-4.9404808492748025,-2.7800849710097957,0.012318599206200632,0.007239309012828021,0.012318488187611977,0.00031848818761197675,-0.0016462562315190804,0.012296397525307423,0.0002963975253074229,0.0003879128094421702,0.09031848818761198,0.04031848818761198,0.00038144659635225156,0.34173485808294535,0.9904593590567782,0.08468361222588802,0.11883490956869412,0.002184447618772811,2.2696654843758514e-05,0.22769577027604532,0.7700970854503381,0.9999999999999999,0.44103764508442656,0.44120594158913595,15.941745135393358,0.05281215877229162,-0.20842652830972241,1.348562631932607,-4.618128102151786e-10,-4.440892098500626e-16,3.3306690738754696e-16,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_0_75,476.0,7.060880238037824,3.888271615580503,5.712,5.503890959043155,-0.9664034999804123,5.765107624498533,-0.7650446720190249,0.7704481257692217,3.520280830425076,-0.36799078515542716,-2.166690551218087,5.711621199606179,-4.9348583120685845,-2.7751439006833265,0.012316615200864627,0.007237066015046672,0.012316488524191739,0.0003164885241917388,-0.0016467106426690803,0.012294539204011912,0.00029453920401191144,0.00038548212126476855,0.09031648852419175,0.04031648852419174,0.0003787286580095048,0.3416730129689036,0.9905214103212,0.08461619281480555,0.11887540749531554,0.0021698474582152742,2.2545705884271426e-05,0.22769356240834165,0.7701140444275588,1.0,0.4410790813108345,0.4412461938896984,15.929420746803421,0.05310762449853357,-0.20810904095684446,1.3488802380378244,-4.916187457126853e-10,-6.661338147750939e-16,-7.771561172376096e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
